Year,Job Family,Total Salary
2022,Fire Services,191051.42
2022,Fire Services,42553.27
2022,Fire Services,212392.8
2022,Fire Services,234809.91
2022,Fire Services,140535.47
2022,Fire Services,43980.42
2022,Fire Services,255946.18
2022,Fire Services,97441.6
2022,Fire Services,234000.72
2022,Fire Services,263064.69
2022,Fire Services,161954.68
2022,Fire Services,128469.09
2022,Fire Services,233161.71
2022,Fire Services,295824.26
2022,Fire Services,219738.22
2022,Fire Services,132002.12
2022,Fire Services,126785.98
2022,Fire Services,126446.84
2022,Fire Services,178170.11
2022,Fire Services,222050.41
2022,Fire Services,236185.63
2022,Fire Services,179368.27
2022,Fire Services,193269.23
2022,Fire Services,187110.88
2022,Fire Services,165304.06
2022,Fire Services,173694.57
2022,Fire Services,102218.03
2022,Fire Services,144669.8
2022,Fire Services,216192.07
2022,Fire Services,368446.85
2022,Fire Services,97823.14
2022,Fire Services,217055.88
2022,Fire Services,120170.98
2022,Fire Services,117381.27
2023,Fire Services,258485.66
2023,Fire Services,316853.64
2023,Fire Services,176422.13
2023,Fire Services,185621.54
2023,Fire Services,187779.63
2023,Fire Services,223173.06
2023,Fire Services,172879.94
2023,Fire Services,280042.89
2023,Fire Services,183738.68
2023,Fire Services,126679.05
2023,Fire Services,103153.62
2023,Fire Services,12884.17
2023,Fire Services,167388.41
2023,Fire Services,100566.98
2023,Fire Services,184161.57
2023,Fire Services,6356.84
2023,Fire Services,119754.97
2023,Fire Services,95834.35
2023,Fire Services,273468.19
2023,Fire Services,238414.94
2023,Fire Services,184179.89
2023,Fire Services,239414.71
2023,Fire Services,210801.7
2023,Fire Services,94454.52
2023,Fire Services,214334.55
2023,Fire Services,43867.89
2023,Fire Services,197483.27
2023,Fire Services,249763.96
2023,Fire Services,235349.11
2023,Fire Services,143812.64
2023,Fire Services,125384.58
2023,Fire Services,196346.04
2023,Fire Services,136037.71
2023,Fire Services,365841.92
2023,Fire Services,178195.62
2023,Fire Services,185777.49
2023,Fire Services,5103.64
2023,Fire Services,274588.05
2023,Fire Services,258505.86
2023,Fire Services,215838.52
2023,Fire Services,179076.89
2023,Fire Services,282314.35
2023,Fire Services,199359.55
2023,Fire Services,304983.8
2023,Fire Services,168913.41
2023,Fire Services,118006.4
2023,Fire Services,5132.69
2023,Fire Services,171922.2
2023,Fire Services,198787.67
2023,Fire Services,215264.78
2023,Fire Services,281134.1
2023,Fire Services,195669.85
2023,Fire Services,189570.89
2023,Fire Services,99759.04
2023,Fire Services,193227.43
2023,Fire Services,229059.92
2023,Fire Services,283642.86
2023,Fire Services,470590.14
2023,Fire Services,231554.11
2023,Fire Services,216766.66
2023,Fire Services,295706.77
2023,Fire Services,243433.73
2023,Fire Services,190606.6
2023,Fire Services,136299.56
2018,Fire Services,144713.04
2018,Fire Services,159107.21
2018,Fire Services,209349.59
2018,Fire Services,204708.37
2018,Fire Services,311567.73
2018,Fire Services,239964.08
2018,Fire Services,197061.14
2018,Fire Services,201778.15
2018,Fire Services,148560.09
2018,Fire Services,153940.61
2018,Fire Services,157745.76
2018,Fire Services,142116.07
2018,Fire Services,140009.58
2018,Fire Services,141515.83
2018,Fire Services,145896.24
2018,Fire Services,128043.62
2018,Fire Services,226610.52
2018,Fire Services,142786.06
2018,Fire Services,58766.97
2018,Fire Services,1715.7
2018,Fire Services,146234.07
2018,Fire Services,130900.26
2018,Fire Services,172189.66
2018,Fire Services,261054.96
2018,Fire Services,211054.7
2018,Fire Services,180803.57
2018,Fire Services,184125.15
2018,Fire Services,201363.35
2018,Fire Services,220350.55
2018,Fire Services,164609.91
2018,Fire Services,197710.92
2018,Fire Services,139943.86
2018,Fire Services,155436.06
2018,Fire Services,162591.35
2018,Fire Services,200740.34
2018,Fire Services,181821.29
2018,Fire Services,149148.24
2018,Fire Services,3446.19
2018,Fire Services,85191.5
2018,Fire Services,7010.43
2018,Fire Services,77206.19
2018,Fire Services,89733.19
2018,Fire Services,101200.41
2018,Fire Services,83842.0
2018,Fire Services,61191.96
2018,Fire Services,61868.77
2018,Fire Services,104269.72
2018,Fire Services,116643.17
2019,Fire Services,68965.82
2019,Fire Services,155705.55
2019,Fire Services,171391.72
2019,Fire Services,166312.01
2019,Fire Services,249090.27
2019,Fire Services,252106.76
2019,Fire Services,131670.32
2019,Fire Services,237170.19
2019,Fire Services,143385.57
2019,Fire Services,171683.21
2019,Fire Services,158979.95
2019,Fire Services,139052.8
2019,Fire Services,160938.48
2019,Fire Services,170014.33
2019,Fire Services,140156.55
2019,Fire Services,235925.86
2019,Fire Services,225724.94
2019,Fire Services,217155.72
2019,Fire Services,208643.07
2019,Fire Services,169376.16
2019,Fire Services,149648.98
2019,Fire Services,213241.66
2019,Fire Services,195427.14
2019,Fire Services,159727.74
2019,Fire Services,159888.5
2019,Fire Services,148193.91
2019,Fire Services,142311.11
2019,Fire Services,242664.28
2019,Fire Services,205149.69
2019,Fire Services,282780.12
2019,Fire Services,90035.32
2019,Fire Services,92026.23
2019,Fire Services,144161.05
2019,Fire Services,181241.07
2019,Fire Services,150673.49
2019,Fire Services,149536.02
2019,Fire Services,136993.4
2019,Fire Services,172803.97
2019,Fire Services,195340.85
2019,Fire Services,115544.54
2019,Fire Services,128448.1
2019,Fire Services,139165.0
2019,Fire Services,97216.29
2019,Fire Services,119886.1
2019,Fire Services,137128.24
2019,Fire Services,133932.72
2019,Fire Services,202503.72
2019,Fire Services,179600.73
2019,Fire Services,41909.83
2019,Fire Services,119847.68
2019,Fire Services,41067.96
2019,Fire Services,180666.61
2019,Fire Services,111082.97
2019,Fire Services,236901.15
2019,Fire Services,108809.15
2019,Fire Services,214380.68
2019,Fire Services,217690.9
2019,Fire Services,158462.27
2019,Fire Services,103855.23
2019,Fire Services,78017.12
2019,Fire Services,79943.59
2019,Fire Services,197674.73
2019,Fire Services,114982.18
2019,Fire Services,210643.7
2019,Fire Services,177217.14
2019,Fire Services,168504.62
2019,Fire Services,181629.7
2017,Fire Services,227565.42
2017,Fire Services,211560.48
2017,Fire Services,189046.42
2017,Fire Services,53674.4
2017,Fire Services,156415.82
2017,Fire Services,167705.31
2017,Fire Services,105663.5
2017,Fire Services,91720.11
2017,Fire Services,252392.76
2017,Fire Services,136685.46
2017,Fire Services,95255.18
2017,Fire Services,151366.74
2017,Fire Services,170947.24
2017,Fire Services,146731.87
2017,Fire Services,23730.62
2017,Fire Services,94609.34
2017,Fire Services,941.33
2017,Fire Services,4796.28
2017,Fire Services,256468.11
2017,Fire Services,89012.38
2017,Fire Services,97665.07
2017,Fire Services,207700.77
2017,Fire Services,200733.86
2017,Fire Services,152857.77
2017,Fire Services,179012.29
2017,Fire Services,89224.45
2017,Fire Services,112388.73
2017,Fire Services,64149.91
2017,Fire Services,3018.81
2017,Fire Services,182302.27
2017,Fire Services,144301.76
2017,Fire Services,191147.53
2017,Fire Services,307957.77
2017,Fire Services,158098.87
2017,Fire Services,13208.85
2017,Fire Services,208284.52
2017,Fire Services,133404.51
2017,Fire Services,144726.22
2017,Fire Services,199725.94
2017,Fire Services,113227.22
2017,Fire Services,135151.06
2017,Fire Services,97407.9
2017,Fire Services,791.7
2017,Fire Services,226959.34
2017,Fire Services,169103.16
2017,Fire Services,168299.8
2017,Fire Services,177210.24
2017,Fire Services,254854.76
2017,Fire Services,199334.07
2017,Fire Services,125514.01
2017,Fire Services,212971.08
2017,Fire Services,287798.13
2017,Fire Services,144317.59
2017,Fire Services,160092.29
2017,Fire Services,38632.58
2017,Fire Services,199027.62
2017,Fire Services,208327.39
2020,Fire Services,173951.44
2020,Fire Services,194603.46
2020,Fire Services,203326.74
2020,Fire Services,170087.32
2020,Fire Services,257809.31
2020,Fire Services,67293.11
2020,Fire Services,103847.64
2020,Fire Services,232905.98
2020,Fire Services,110180.37
2020,Fire Services,89317.34
2020,Fire Services,237965.93
2020,Fire Services,99648.1
2020,Fire Services,196893.29
2020,Fire Services,248790.87
2020,Fire Services,110281.6
2020,Fire Services,180268.77
2020,Fire Services,89512.7
2020,Fire Services,150431.71
2020,Fire Services,164517.35
2020,Fire Services,162906.88
2020,Fire Services,213894.6
2020,Fire Services,179049.05
2020,Fire Services,2856.0
2020,Fire Services,2570.4
2020,Fire Services,127635.8
2020,Fire Services,177375.18
2020,Fire Services,18877.15
2020,Fire Services,142350.52
2020,Fire Services,140125.17
2020,Fire Services,167960.02
2020,Fire Services,167475.19
2020,Fire Services,191256.73
2020,Fire Services,76474.56
2020,Fire Services,329520.67
2020,Fire Services,184872.61
2020,Fire Services,99285.66
2020,Fire Services,178026.68
2020,Fire Services,191609.95
2020,Fire Services,123448.79
2020,Fire Services,159304.27
2020,Fire Services,143190.98
2020,Fire Services,100327.49
2020,Fire Services,246224.98
2020,Fire Services,1568.08
2020,Fire Services,82458.28
2020,Fire Services,121703.52
2020,Fire Services,168473.4
2020,Fire Services,165054.36
2020,Fire Services,129401.72
2020,Fire Services,170557.51
2020,Fire Services,169655.88
2020,Fire Services,155994.61
2020,Fire Services,159365.89
2020,Fire Services,103041.68
2020,Fire Services,114673.9
2021,Fire Services,194170.88
2021,Fire Services,218790.0
2021,Fire Services,294.2
2021,Fire Services,242180.33
2021,Fire Services,257036.45
2021,Fire Services,17660.5
2021,Fire Services,30504.5
2021,Fire Services,251943.17
2021,Fire Services,127120.45
2021,Fire Services,139310.51
2021,Fire Services,205612.58
2021,Fire Services,169097.6
2021,Fire Services,40046.54
2021,Fire Services,176672.68
2021,Fire Services,223193.98
2021,Fire Services,206560.4
2021,Fire Services,241521.9
2021,Fire Services,119812.89
2021,Fire Services,146832.63
2021,Fire Services,181679.33
2021,Fire Services,169836.06
2021,Fire Services,216739.42
2021,Fire Services,52528.51
2021,Fire Services,224499.96
2021,Fire Services,170938.81
2021,Fire Services,290747.53
2021,Fire Services,187999.94
2021,Fire Services,202021.61
2021,Fire Services,248193.29
2021,Fire Services,202413.38
2021,Fire Services,220474.55
2021,Fire Services,265473.41
2021,Fire Services,440090.67
2021,Fire Services,9623.66
2021,Fire Services,213266.5
2021,Fire Services,178690.94
2021,Fire Services,215494.45
2021,Fire Services,175896.82
2021,Fire Services,55351.19
2021,Fire Services,153633.08
2021,Fire Services,147680.1
2021,Fire Services,231887.04
2021,Fire Services,145401.14
2021,Fire Services,5896.04
2021,Fire Services,199578.93
2021,Fire Services,270481.91
2021,Fire Services,181469.33
2021,Fire Services,158989.53
2021,Fire Services,168032.2
2021,Fire Services,193836.98
2021,Fire Services,184499.7
2021,Fire Services,221659.51
2021,Fire Services,189649.74
2021,Fire Services,107943.49
2021,Fire Services,52546.8
2021,Fire Services,260715.43
2021,Fire Services,178001.98
2021,Fire Services,146876.61
2021,Fire Services,189317.0
2021,Fire Services,213270.18
2021,Fire Services,145760.56
2021,Fire Services,92626.52
2021,Fire Services,225665.65
2021,Fire Services,160701.16
2022,Fire Services,11159.82
2022,Fire Services,195415.38
2022,Fire Services,68276.05
2022,Fire Services,240814.93
2022,Fire Services,110388.12
2022,Fire Services,207483.5
2022,Fire Services,192975.17
2022,Fire Services,115048.72
2022,Fire Services,102841.74
2022,Fire Services,226988.12
2022,Fire Services,79715.35
2022,Fire Services,269543.14
2022,Fire Services,168005.22
2022,Fire Services,207011.04
2022,Fire Services,221356.65
2022,Fire Services,192592.37
2022,Fire Services,175042.0
2022,Fire Services,233625.09
2022,Fire Services,189240.05
2022,Fire Services,212514.24
2022,Fire Services,129437.22
2022,Fire Services,66031.52
2022,Fire Services,65973.54
2022,Fire Services,85195.22
2022,Fire Services,267155.24
2022,Fire Services,63760.71
2022,Fire Services,152476.56
2022,Fire Services,144247.84
2022,Fire Services,44022.4
2022,Fire Services,333061.07
2022,Fire Services,206005.51
2022,Fire Services,255131.48
2022,Fire Services,144090.41
2022,Fire Services,227754.14
2022,Fire Services,210277.51
2022,Fire Services,156467.55
2022,Fire Services,242281.68
2022,Fire Services,217939.02
2022,Fire Services,9189.36
2022,Fire Services,147887.49
2022,Fire Services,151040.48
2022,Fire Services,243069.97
2022,Fire Services,128287.37
2022,Fire Services,26017.49
2022,Fire Services,216172.5
2022,Fire Services,122876.64
2022,Fire Services,123224.58
2023,Fire Services,212691.56
2023,Fire Services,462380.52
2023,Fire Services,203503.49
2023,Fire Services,90021.68
2023,Fire Services,260680.06
2023,Fire Services,165633.74
2023,Fire Services,231673.96
2023,Fire Services,99304.29
2023,Fire Services,192513.07
2023,Fire Services,209119.48
2023,Fire Services,115358.87
2023,Fire Services,100861.71
2023,Fire Services,246849.16
2023,Fire Services,25856.54
2023,Fire Services,270915.5
2023,Fire Services,232812.35
2023,Fire Services,130022.93
2023,Fire Services,230677.85
2023,Fire Services,226424.45
2023,Fire Services,190230.11
2023,Fire Services,223959.84
2023,Fire Services,110923.68
2023,Fire Services,311623.89
2023,Fire Services,5901.37
2023,Fire Services,239884.43
2023,Fire Services,271145.31
2023,Fire Services,262438.16
2023,Fire Services,338364.67
2023,Fire Services,240867.08
2023,Fire Services,198526.76
2023,Fire Services,188547.57
2023,Fire Services,238798.88
2023,Fire Services,183593.22
2023,Fire Services,51761.58
2023,Fire Services,52856.38
2023,Fire Services,5239.45
2023,Fire Services,271506.88
2023,Fire Services,212883.87
2023,Fire Services,288755.07
2023,Fire Services,131439.23
2023,Fire Services,163440.66
2023,Fire Services,194683.45
2023,Fire Services,142303.49
2023,Fire Services,5990.34
2023,Fire Services,5476.88
2023,Fire Services,163537.87
2023,Fire Services,234307.73
2023,Fire Services,237206.22
2023,Fire Services,270367.73
2023,Fire Services,223553.44
2023,Fire Services,155504.67
2023,Fire Services,97050.19
2023,Fire Services,224326.08
2023,Fire Services,294993.92
2023,Fire Services,211782.29
2023,Fire Services,202310.74
2023,Fire Services,145405.04
2018,Fire Services,167426.5
2018,Fire Services,184207.2
2018,Fire Services,211201.61
2018,Fire Services,256848.0
2018,Fire Services,171786.36
2018,Fire Services,161572.1
2018,Fire Services,148775.77
2018,Fire Services,157292.32
2018,Fire Services,228249.64
2018,Fire Services,195235.51
2018,Fire Services,178430.14
2018,Fire Services,193481.85
2018,Fire Services,174152.1
2018,Fire Services,143892.23
2018,Fire Services,153120.11
2018,Fire Services,315606.56
2018,Fire Services,230752.72
2018,Fire Services,120107.92
2018,Fire Services,140968.49
2018,Fire Services,154388.87
2018,Fire Services,183917.67
2018,Fire Services,197041.27
2018,Fire Services,194826.08
2018,Fire Services,236600.37
2018,Fire Services,138477.54
2018,Fire Services,220800.42
2018,Fire Services,165198.81
2018,Fire Services,198278.82
2018,Fire Services,143837.51
2018,Fire Services,82464.55
2018,Fire Services,182236.41
2018,Fire Services,108217.86
2018,Fire Services,106059.28
2018,Fire Services,2461.5
2018,Fire Services,178353.96
2018,Fire Services,205052.84
2018,Fire Services,114313.46
2018,Fire Services,163931.66
2018,Fire Services,75016.82
2018,Fire Services,159754.7
2018,Fire Services,188831.2
2018,Fire Services,178276.79
2018,Fire Services,616.99
2018,Fire Services,111908.91
2018,Fire Services,130770.54
2018,Fire Services,163268.22
2018,Fire Services,145086.61
2018,Fire Services,157360.31
2018,Fire Services,186971.73
2018,Fire Services,230690.35
2018,Fire Services,206610.86
2018,Fire Services,52573.9
2018,Fire Services,97594.77
2018,Fire Services,105974.1
2018,Fire Services,62711.66
2018,Fire Services,91648.62
2018,Fire Services,82302.69
2018,Fire Services,119484.59
2018,Fire Services,62851.82
2018,Fire Services,11538.28
2019,Fire Services,221924.64
2019,Fire Services,173391.71
2019,Fire Services,35837.42
2019,Fire Services,212619.24
2019,Fire Services,49864.97
2019,Fire Services,167717.86
2019,Fire Services,10545.17
2019,Fire Services,183520.94
2019,Fire Services,166359.53
2019,Fire Services,137296.93
2019,Fire Services,156088.17
2019,Fire Services,125922.72
2019,Fire Services,158382.93
2019,Fire Services,191202.3
2019,Fire Services,222018.69
2019,Fire Services,164813.84
2019,Fire Services,245929.38
2019,Fire Services,143121.17
2019,Fire Services,157922.33
2019,Fire Services,152766.32
2019,Fire Services,117702.49
2019,Fire Services,144564.67
2019,Fire Services,217429.2
2019,Fire Services,156071.78
2019,Fire Services,151063.43
2019,Fire Services,197203.43
2019,Fire Services,161921.14
2019,Fire Services,197787.85
2019,Fire Services,30807.62
2019,Fire Services,115645.63
2019,Fire Services,138588.31
2019,Fire Services,140888.25
2019,Fire Services,114031.26
2019,Fire Services,133922.11
2019,Fire Services,84833.69
2019,Fire Services,147340.62
2019,Fire Services,109131.43
2019,Fire Services,91094.51
2019,Fire Services,135552.42
2019,Fire Services,133194.86
2019,Fire Services,133999.63
2019,Fire Services,267519.33
2019,Fire Services,259458.53
2019,Fire Services,205823.51
2019,Fire Services,104159.85
2019,Fire Services,133075.04
2019,Fire Services,86015.86
2019,Fire Services,169372.72
2019,Fire Services,212934.62
2019,Fire Services,167248.34
2019,Fire Services,176151.27
2019,Fire Services,15585.0
2019,Fire Services,185706.43
2019,Fire Services,132925.84
2017,Fire Services,135813.89
2017,Fire Services,32200.12
2017,Fire Services,130095.29
2017,Fire Services,95254.15
2017,Fire Services,155348.21
2017,Fire Services,183338.77
2017,Fire Services,109834.35
2017,Fire Services,130839.74
2017,Fire Services,101940.11
2017,Fire Services,51877.33
2017,Fire Services,182357.95
2017,Fire Services,155366.76
2017,Fire Services,143657.61
2017,Fire Services,97082.51
2017,Fire Services,137547.96
2017,Fire Services,17628.0
2017,Fire Services,169670.74
2017,Fire Services,132092.07
2017,Fire Services,207042.48
2017,Fire Services,105395.41
2017,Fire Services,105225.78
2017,Fire Services,104882.93
2017,Fire Services,188916.79
2017,Fire Services,52048.97
2017,Fire Services,86089.56
2017,Fire Services,139746.08
2017,Fire Services,129621.58
2017,Fire Services,125013.38
2017,Fire Services,119840.64
2017,Fire Services,95724.68
2017,Fire Services,85941.53
2017,Fire Services,86449.65
2017,Fire Services,210053.14
2017,Fire Services,91863.5
2017,Fire Services,1703.59
2017,Fire Services,173013.44
2017,Fire Services,128411.87
2017,Fire Services,177623.67
2017,Fire Services,145368.07
2017,Fire Services,140493.57
2017,Fire Services,192639.71
2017,Fire Services,149042.13
2017,Fire Services,206666.99
2017,Fire Services,136381.36
2017,Fire Services,161008.79
2017,Fire Services,133473.34
2017,Fire Services,164217.82
2017,Fire Services,166995.17
2017,Fire Services,213575.95
2017,Fire Services,242102.08
2017,Fire Services,269244.56
2017,Fire Services,143471.34
2017,Fire Services,192149.92
2020,Fire Services,231102.33
2020,Fire Services,178893.06
2020,Fire Services,317821.08
2020,Fire Services,158204.48
2020,Fire Services,234395.36
2020,Fire Services,146017.51
2020,Fire Services,169888.57
2020,Fire Services,158928.01
2020,Fire Services,88824.32
2020,Fire Services,87991.36
2020,Fire Services,89234.45
2020,Fire Services,229146.96
2020,Fire Services,147768.8
2020,Fire Services,5816.0
2020,Fire Services,25464.33
2020,Fire Services,191865.27
2020,Fire Services,224425.77
2020,Fire Services,138703.49
2020,Fire Services,108039.97
2020,Fire Services,157990.27
2020,Fire Services,128668.03
2020,Fire Services,188849.54
2020,Fire Services,146339.23
2020,Fire Services,256139.84
2020,Fire Services,178125.95
2020,Fire Services,101681.69
2020,Fire Services,159186.69
2020,Fire Services,164321.22
2020,Fire Services,147683.63
2020,Fire Services,229701.6
2020,Fire Services,122785.75
2020,Fire Services,108283.05
2020,Fire Services,158080.9
2020,Fire Services,257732.73
2020,Fire Services,123149.55
2020,Fire Services,202672.97
2020,Fire Services,255597.31
2020,Fire Services,189958.91
2020,Fire Services,149794.97
2020,Fire Services,151448.22
2020,Fire Services,73060.05
2020,Fire Services,178311.36
2020,Fire Services,216735.61
2020,Fire Services,132228.92
2020,Fire Services,162237.97
2020,Fire Services,159789.59
2020,Fire Services,134032.92
2020,Fire Services,193118.54
2020,Fire Services,170656.96
2020,Fire Services,260681.75
2020,Fire Services,150888.99
2020,Fire Services,117029.65
2020,Fire Services,207554.06
2020,Fire Services,157815.71
2020,Fire Services,296020.79
2020,Fire Services,175618.22
2020,Fire Services,237601.28
2021,Fire Services,230650.56
2021,Fire Services,151896.47
2021,Fire Services,171127.07
2021,Fire Services,133353.78
2021,Fire Services,263207.69
2021,Fire Services,177438.3
2021,Fire Services,28481.95
2021,Fire Services,174106.18
2021,Fire Services,30504.5
2021,Fire Services,242160.21
2021,Fire Services,172141.93
2021,Fire Services,264814.68
2021,Fire Services,238805.35
2021,Fire Services,2942.0
2021,Fire Services,165898.84
2021,Fire Services,2942.0
2021,Fire Services,365415.3
2021,Fire Services,123206.7
2021,Fire Services,86156.47
2021,Fire Services,11736.22
2021,Fire Services,173147.95
2021,Fire Services,191756.87
2021,Fire Services,118736.51
2021,Fire Services,248251.02
2021,Fire Services,131862.83
2021,Fire Services,232966.81
2021,Fire Services,269662.56
2021,Fire Services,184533.29
2021,Fire Services,200956.71
2021,Fire Services,11834.13
2021,Fire Services,231004.06
2021,Fire Services,281141.53
2021,Fire Services,184272.35
2021,Fire Services,243396.34
2021,Fire Services,124644.05
2021,Fire Services,252126.6
2021,Fire Services,174548.14
2021,Fire Services,524.19
2021,Fire Services,194838.21
2021,Fire Services,97038.97
2021,Fire Services,399846.66
2021,Fire Services,208473.26
2021,Fire Services,213372.56
2021,Fire Services,107865.22
2021,Fire Services,130138.65
2021,Fire Services,122479.23
2021,Fire Services,177308.95
2021,Fire Services,151365.97
2021,Fire Services,83581.04
2021,Fire Services,241778.07
2021,Fire Services,217082.02
2021,Fire Services,237996.24
2021,Fire Services,84210.08
2021,Fire Services,285025.41
2021,Fire Services,164046.12
2021,Fire Services,170062.79
2021,Fire Services,93634.34
2022,Fire Services,219609.94
2022,Fire Services,237209.93
2022,Fire Services,5519.08
2022,Fire Services,278216.71
2022,Fire Services,26329.72
2022,Fire Services,101977.49
2022,Fire Services,299094.91
2022,Fire Services,99297.29
2022,Fire Services,2645.92
2022,Fire Services,297976.66
2022,Fire Services,204944.52
2022,Fire Services,236324.15
2022,Fire Services,194461.9
2022,Fire Services,284220.37
2022,Fire Services,107502.68
2022,Fire Services,220800.23
2022,Fire Services,255884.62
2022,Fire Services,228031.45
2022,Fire Services,56622.87
2022,Fire Services,208715.03
2022,Fire Services,163358.06
2022,Fire Services,211040.98
2022,Fire Services,174773.25
2022,Fire Services,244794.71
2022,Fire Services,145072.4
2022,Fire Services,141869.82
2022,Fire Services,294071.97
2022,Fire Services,257728.81
2022,Fire Services,185425.04
2022,Fire Services,222479.78
2022,Fire Services,225903.94
2022,Fire Services,196740.22
2022,Fire Services,494857.84
2022,Fire Services,157313.37
2022,Fire Services,371263.06
2022,Fire Services,178125.02
2022,Fire Services,195443.13
2022,Fire Services,196041.29
2022,Fire Services,265667.86
2022,Fire Services,194771.07
2022,Fire Services,184133.2
2023,Fire Services,223661.17
2023,Fire Services,5716.67
2023,Fire Services,30733.07
2023,Fire Services,247953.55
2023,Fire Services,115671.36
2023,Fire Services,194587.99
2023,Fire Services,281322.9
2023,Fire Services,339050.16
2023,Fire Services,172668.07
2023,Fire Services,93453.26
2023,Fire Services,107837.71
2023,Fire Services,184620.44
2023,Fire Services,228612.84
2023,Fire Services,158316.94
2023,Fire Services,207902.06
2023,Fire Services,128251.4
2023,Fire Services,212454.33
2023,Fire Services,139872.93
2023,Fire Services,313284.71
2023,Fire Services,174531.59
2023,Fire Services,19553.06
2023,Fire Services,213224.07
2023,Fire Services,171781.45
2023,Fire Services,40788.19
2023,Fire Services,203286.48
2023,Fire Services,140674.19
2023,Fire Services,102073.58
2023,Fire Services,229536.09
2023,Fire Services,166556.11
2023,Fire Services,214166.65
2023,Fire Services,213951.65
2023,Fire Services,215235.82
2023,Fire Services,439893.94
2023,Fire Services,130553.61
2023,Fire Services,260527.3
2023,Fire Services,212193.78
2023,Fire Services,263838.31
2023,Fire Services,268698.26
2023,Fire Services,129260.22
2023,Fire Services,87288.1
2023,Fire Services,223218.51
2023,Fire Services,185412.63
2023,Fire Services,252299.71
2023,Fire Services,319126.7
2023,Fire Services,160370.14
2023,Fire Services,298127.7
2023,Fire Services,308385.13
2023,Fire Services,357350.06
2023,Fire Services,309975.96
2023,Fire Services,52049.61
2023,Fire Services,163698.65
2023,Fire Services,226930.27
2023,Fire Services,125090.39
2023,Fire Services,208418.93
2023,Fire Services,208242.15
2023,Fire Services,228606.0
2023,Fire Services,215519.22
2023,Fire Services,165350.94
2023,Fire Services,144269.1
2023,Fire Services,132586.4
2023,Fire Services,123401.61
2018,Fire Services,1335.19
2018,Fire Services,142632.05
2018,Fire Services,152584.83
2018,Fire Services,1293.49
2018,Fire Services,134804.51
2018,Fire Services,191434.69
2018,Fire Services,144729.7
2018,Fire Services,133095.65
2018,Fire Services,250992.71
2018,Fire Services,114712.03
2018,Fire Services,138103.94
2018,Fire Services,181843.31
2018,Fire Services,198909.71
2018,Fire Services,160418.8
2018,Fire Services,150350.86
2018,Fire Services,142639.85
2018,Fire Services,208841.12
2018,Fire Services,143498.92
2018,Fire Services,142456.14
2018,Fire Services,136715.02
2018,Fire Services,238745.14
2018,Fire Services,294958.09
2018,Fire Services,232184.21
2018,Fire Services,93703.23
2018,Fire Services,139069.68
2018,Fire Services,153461.99
2018,Fire Services,135311.94
2018,Fire Services,113414.48
2018,Fire Services,127889.36
2018,Fire Services,194934.66
2018,Fire Services,180977.26
2018,Fire Services,95022.96
2018,Fire Services,141436.36
2018,Fire Services,158604.78
2018,Fire Services,237.34
2018,Fire Services,153713.42
2018,Fire Services,174807.68
2018,Fire Services,151747.42
2018,Fire Services,140836.41
2018,Fire Services,144072.88
2018,Fire Services,186836.14
2018,Fire Services,157698.53
2018,Fire Services,146224.26
2018,Fire Services,152105.34
2018,Fire Services,157552.52
2018,Fire Services,133441.41
2018,Fire Services,190003.91
2018,Fire Services,188785.39
2018,Fire Services,41.13
2018,Fire Services,147145.45
2018,Fire Services,166430.52
2018,Fire Services,213860.61
2018,Fire Services,151987.31
2018,Fire Services,103155.72
2018,Fire Services,95832.79
2018,Fire Services,113213.12
2018,Fire Services,90640.02
2018,Fire Services,87024.68
2018,Fire Services,117465.7
2018,Fire Services,139986.67
2018,Fire Services,95450.55
2018,Fire Services,131450.63
2018,Fire Services,125189.73
2018,Fire Services,93645.5
2018,Fire Services,87969.88
2018,Fire Services,15882.53
2018,Fire Services,72353.62
2018,Fire Services,155606.01
2019,Fire Services,128577.78
2019,Fire Services,177513.41
2019,Fire Services,78589.45
2019,Fire Services,146721.24
2019,Fire Services,149610.26
2019,Fire Services,121951.59
2019,Fire Services,200875.01
2019,Fire Services,170591.83
2019,Fire Services,212230.82
2019,Fire Services,182888.31
2019,Fire Services,195519.22
2019,Fire Services,201816.13
2019,Fire Services,154473.02
2019,Fire Services,240708.86
2019,Fire Services,150406.23
2019,Fire Services,184052.67
2019,Fire Services,231578.43
2019,Fire Services,147610.69
2019,Fire Services,190518.38
2019,Fire Services,160774.47
2019,Fire Services,148292.72
2019,Fire Services,173865.19
2019,Fire Services,15585.0
2019,Fire Services,14338.2
2019,Fire Services,15585.0
2019,Fire Services,199639.82
2019,Fire Services,158893.65
2019,Fire Services,88104.97
2019,Fire Services,17027.71
2019,Fire Services,159425.3
2019,Fire Services,139370.03
2019,Fire Services,95413.47
2019,Fire Services,118028.5
2019,Fire Services,103349.33
2019,Fire Services,78438.82
2019,Fire Services,206386.43
2019,Fire Services,129209.74
2019,Fire Services,117477.02
2019,Fire Services,114688.42
2019,Fire Services,162376.44
2019,Fire Services,95884.84
2019,Fire Services,154948.61
2019,Fire Services,162993.47
2019,Fire Services,152576.36
2019,Fire Services,151651.61
2019,Fire Services,138238.44
2019,Fire Services,125209.46
2019,Fire Services,96935.12
2019,Fire Services,35225.12
2019,Fire Services,12377.09
2019,Fire Services,156250.66
2019,Fire Services,150287.35
2019,Fire Services,164045.11
2019,Fire Services,126364.52
2019,Fire Services,97684.47
